event_id,x_reco_ml,y_reco_ml,z_reco_ml,nLinesU,nLinesV
1279,509.63620672817905,-2100.685796509689,14564.037411452304,2,2
1280,1381.6344825496262,-1740.9469696322908,13166.130056582319,2,2
1281,-2507.0688837138173,-637.701417186634,12934.614710969347,2,2
1282,-887.1385641212797,-2068.62387712733,13939.206144120772,3,5
1283,80.22180567025543,-1985.1499851086,14004.001331261199,2,3
1284,-1550.759948303174,-1448.3380254552742,11796.659410333583,2,2
1285,544.7313634773743,-1129.0112822103702,15883.386065743289,2,2
1286,246.45668192297268,-827.6608222345943,13577.550392486202,3,3
1287,258.2676876446249,-1573.0918117710248,13969.556093728092,2,4
1288,-2560.652470612029,-1839.0613179269963,12709.17652061901,2,3
1289,-971.3067104524581,-1063.7475614060586,12612.913317263592,2,2
1290,713.1444863748986,-2125.070356527778,14141.444134575713,2,2
1291,2503.7096793803407,-1499.5531308362583,13579.817454309055,2,2
1292,93.3198906798826,-1403.7956051839603,12658.194316429372,2,5
1293,-902.2112643545602,-1250.7474611692267,12225.849475796087,4,3
1294,1315.7609705692385,-1680.6426605317438,12963.460175276885,2,3
1295,1655.8495301028952,-919.1860202701429,12913.638329600897,3,2
1296,-813.7406089393793,-1184.006594934778,12782.190743654175,2,3
1297,-1002.7123292514643,-1069.9647635773645,14979.30319042669,5,4
1298,-1935.0498997425263,-2250.0139371333316,12557.472369360581,3,2
1299,2054.938459037915,-1649.1617639907424,14798.235002269821,2,2
1300,-879.5151238993002,-948.1796127450307,11907.653718639207,4,3
1301,-497.0823356041759,-1195.9050318444588,15817.697338404469,2,2
1302,935.1411690769065,-1223.3159496139062,15897.12901425816,2,2
1303,1745.0746509616886,-1335.1153895359375,14144.362964120402,3,3
1304,788.967977161641,-1761.519289502809,12622.791178377367,2,2
1305,509.63620672817905,-1487.9324959020228,15671.819070570291,2,2
1306,1913.0747914843403,-636.5907278078723,12790.459888550724,2,2
1307,-2677.1123358509794,-1613.1197492828185,13484.568236126497,2,2
1308,107.2912068848536,-1353.5001902945937,13114.733558499625,6,3
1309,2130.7619498246577,-1064.1574620713238,12382.440453222887,3,4
1310,-990.0688370588917,-1470.3256112912923,15178.808571901225,2,2
1311,-1917.5005908674145,-2050.234403628194,13538.599135170223,2,2
1312,2525.559962054644,-2127.5659399465103,12277.736136575482,2,2
1313,-1921.736428732448,-497.3603516672333,12715.738800945248,3,4
1314,-1609.14369371024,-1209.3261060726984,13044.911169621062,3,4
1315,527.0146763003576,-1395.7800081000262,13343.547362802654,2,2
1316,2293.884008927955,-1370.5805750111554,12991.067550923679,4,4
1317,-792.2002965469433,-1547.0298089282755,11690.223604072922,2,3
1318,-2045.5888650281,-1055.9403919632146,12004.311605897437,2,2
1319,1984.393204156969,-1012.7222380037464,14161.102128181223,2,2
1320,-1520.130087544027,-981.6442669860274,15928.469015562318,2,2
1321,-1522.1489267013371,-1091.0220825018414,12395.39736438364,5,5
1322,-2527.851411853184,-1593.540811815471,13473.252695094325,3,2
1323,729.0475123040368,-1978.8869323775348,11818.714567254014,2,2
1324,1809.3227515667718,-1627.4856110592373,11761.913415250669,2,2
1325,-653.2661061349131,-1144.1045660740235,14008.944844438389,3,2
1326,-222.77068199544104,-1950.4739399464975,12727.204668082033,3,3
1327,2552.7010002146294,-974.3380099337028,12790.144522277516,2,3
1328,-635.9061717258663,-1161.440124192146,13783.197351662882,2,2
1329,2527.6018890170617,-1607.9337130070626,12687.779448595584,5,3
1330,-599.4734224049432,-1104.1731561762779,14673.592892048824,6,4
1331,-1422.2899391798828,-2165.1123831798914,13513.72498765941,2,3
1332,585.4596975149213,-2095.047922586842,12056.870948476484,2,3
1333,-2390.406941935745,-1655.3699465346604,13028.69742407377,2,2
1334,831.8974341653453,-1628.319593178354,11933.052301529982,2,2
1335,-1149.1420346388484,-1055.5071617833498,12906.548199756333,3,3
1336,-2931.1461956305516,-1006.7446883410629,12539.205374648996,2,4
1337,1239.937479782496,-2054.5681543729897,14825.528910833342,2,2
1338,-181.55979461055216,-515.0993412019888,12202.591976971957,2,2
1339,-160.63291464780204,-1596.2561399760814,11844.029174920057,2,2
1340,1403.8292773228632,-715.068321400038,11994.65598099239,2,2
1341,1225.4899591587425,-1829.4780779781715,13287.365669995608,2,2
1342,753.8728204124457,-2316.954130089021,11953.000238617044,2,2
1343,-226.83858093690938,-2038.515541629644,16204.340846577066,2,2
1344,-310.54256549341085,-1608.296438199746,16046.968784321098,4,2
1345,346.1592512084922,-734.862620425341,12108.442464870704,2,3
1346,-370.328281567315,-1258.675688601786,12056.030758832618,2,2
1347,-1472.8560136827418,-2037.5368146956991,15022.026726464514,2,2
1348,-444.85569630395906,-831.83689339235,12794.274003882976,2,3
1349,-2512.6401387154624,-734.2229273746307,16478.426335108015,4,4
1350,-721.454384636996,-1024.5734613878953,12996.048148717036,3,4
1351,-1459.5113439691916,-1830.1781860837934,15978.457296737954,2,3
1352,935.9624060070407,-1359.8088587052969,13108.94705175289,3,3
1353,-639.6954770024853,-862.3904519135785,13166.936367189282,5,4
1354,2468.5252437083386,-1938.626439843974,12808.040101318005,2,6
1355,1303.5554492412784,-1629.7362634023432,15035.995558302448,3,3
1356,-567.1106915284935,-1691.3624507563902,14573.170428217401,2,2
1357,2399.8106749322815,-1464.311052475444,15671.09594604098,2,2
1358,-250.1788190206508,-1597.5552723935596,12986.177821872345,3,4
1359,-323.15214969382095,-738.2637795089443,12534.824552306038,4,5
1360,-1451.5938594853797,-1330.3575811156077,11855.844989461928,2,2
1361,-2246.90500244629,-937.4390363587645,13006.566961974231,2,2
1362,-1463.7668666073973,-1497.6868920697113,16604.62109311197,2,2
1363,1024.7157600724563,-820.9099671569704,13892.481973754291,2,2
1364,499.9202739097113,-1104.9142801876396,15484.26440716282,2,2
1365,-840.7157980698274,-1724.6436809997113,16541.222723605326,3,3
1366,-740.8015600050155,-1869.1926097505857,12299.315013167978,2,2
1367,683.7354310331909,-1070.6184551189383,14082.08760384504,2,3
1368,631.4737287726857,-1682.1021748269334,13576.749500483153,2,4
1369,890.2823845550802,-1996.9425932424497,13360.823103186438,2,3
1370,740.9959050152638,-1550.9448868322286,11779.739102275023,2,2
1371,-951.2240180629052,-1695.8040480028108,14693.464819897477,3,2
1372,2415.1817287011245,-1277.8177630236921,15520.62345158974,5,3
1373,1419.327092249574,-1781.4988750730713,12853.788115181358,3,2
1374,-1492.9770849467109,-1052.2680939145716,12406.762798706544,2,2
1375,-1032.8621226325893,-1825.21817181894,15145.329192365905,3,3
1376,1357.7418834940204,-1274.923594115773,13726.51848515797,4,3
1377,-485.82921101291674,-2081.559422842696,12599.403851741468,2,2
1378,415.02983310904415,-1838.8171987985927,12902.240433552757,2,2
1379,2012.9710750276188,-1084.4868116271462,13082.514019943204,3,3
