event_id,x_reco,y_reco,z_reco,multiplicity,mean_start_dist,mean_dca,max_dca,avg_length,avg_nhits,avg_energy,avg_dedx,max_opening_angle,mean_opening_angle,min_dist_to_true,label
41,29.84521570908288,463.9575453326397,14033.0,1,0.0,0.0,0.0,966.2728881835938,14.0,20.075124740600586,0.02077583360362924,0.0,0.0,602.2104485843932,0
41,104.73586957507655,3999.7014922063827,13953.0,1,0.0,0.0,0.0,845.8877868652344,12.0,20.035083293914795,0.02368527315917703,0.0,0.0,3158.0231814130966,0
41,127.63882907282755,-7114.085221703746,13793.0,1,0.0,0.0,0.0,346.9681930541992,4.5,5.487370252609253,0.015815196788807905,0.0,0.0,2177.0470329512364,0
42,-776.8412934744733,959.0495717151589,14993.0,1,0.0,0.0,0.0,1109.447509765625,19.0,44.330488204956055,0.03995726504836722,0.0,0.0,535.3942583665087,0
42,693.4126098659278,-1405.6265608856775,14273.0,1,0.0,0.0,0.0,428.72869873046875,5.0,7.734889984130859,0.018041456070085934,0.0,0.0,605.4498121732363,0
42,1714.4425164381105,41835.85336882439,13633.0,1,0.0,0.0,0.0,635.2435913085938,8.5,21.718148946762085,0.03418869429603055,0.0,0.0,40898.18047389392,0
43,-1868.1602217494678,-710.1674501790931,13953.0,1,0.0,0.0,0.0,578.639404296875,10.5,24.489688873291016,0.042322884842329905,0.0,0.0,712.6436959215822,0
43,-1878.0135991141037,-1226.6575880700548,14193.0,1,0.0,0.0,0.0,356.9523162841797,8.0,12.428821086883545,0.03481927562836885,0.0,0.0,1118.755317159917,0
43,-1832.8230073709387,1127.8950767583665,14273.0,1,0.0,0.0,0.0,298.6985855102539,5.0,11.57478666305542,0.038750724725671905,0.0,0.0,602.3301833002663,0
44,2200.544089372662,-45.458820349536836,14993.0,1,0.0,0.0,0.0,568.44091796875,9.5,16.726055145263672,0.029424439051699627,0.0,0.0,1007.3798360803924,0
44,2227.268175557354,2855.754822970328,14993.0,1,0.0,0.0,0.0,538.2792510986328,8.0,12.026314735412598,0.0223421480780966,0.0,0.0,1922.756184829245,0
45,2377.5297602830783,-2909.2395534082025,14993.0,1,0.0,0.0,0.0,238.94080352783203,5.5,10.222702980041504,0.042783412582149266,0.0,0.0,195.57171879754452,1
46,358.59290563822105,-465.6754055718975,11890.5,1,0.0,0.0,0.0,372.28785705566406,15.0,26.52958106994629,0.07126093577094463,0.0,0.0,774.7727596367678,0
46,222.44630066227228,-3069.6823894092086,11945.5,1,0.0,0.0,0.0,207.4374542236328,9.5,9.598719596862793,0.046272837433276,0.0,0.0,1391.184473684963,0
47,1936.7786867830177,1190.9331117372003,14753.0,1,0.0,0.0,0.0,723.0791320800781,12.0,31.28922176361084,0.043272195774204256,0.0,0.0,701.7480671527472,0
47,21.442349513708322,818.8502916368466,15713.0,1,0.0,0.0,0.0,624.7672119140625,10.5,33.051414489746094,0.052901967099855354,0.0,0.0,890.1967311525364,0
48,820.5361886270368,-2618.146270288784,12715.5,1,0.0,0.0,0.0,1001.0933837890625,21.0,62.5855827331543,0.06251722741016688,0.0,0.0,1212.9030367677208,0
48,595.2067835720463,-3862.464970263649,12825.5,1,0.0,0.0,0.0,240.82038116455078,9.5,41.93442344665527,0.1741315383850414,0.0,0.0,1332.7621332748454,0
